date,product,category,quantity,price,cost,profit,revenue,total_cost,total_profit,marketing_channel,customer_id,customer_name,customer_email,transaction_id
2024-08-01 16:28:26.119603,Tablet Air,Electronics,3,553.93,375.95,177.98,1661.78,1127.84,533.95,Organic Search,97548f3b-27b6-4011-9c00-8ae2a76c1975,Samantha Riddle,gwatts@example.org,9e4c521b-219d-4b7a-9656-d6c475284a34
2024-08-01 16:28:26.119603,Webcam HD,Accessories,1,99.32,67.49,31.83,99.32,67.49,31.83,Organic Search,9b2465b1-3e90-43de-b98b-85eb65f9d590,Kelly Hardin,kimberlyweaver@example.org,f90edec6-c949-4b1a-99ff-0a48c799944b
2024-08-02 16:28:26.119603,Power Bank,Accessories,3,57.93,33.13,24.79,173.79,99.4,74.38,Email,026cbd3f-b87c-4eb2-9e26-2f0b04e0105a,Carl King,evansdawn@example.com,cfb51542-c8d2-4f66-a486-873215b8b4dc
2024-08-02 16:28:26.119603,USB Drive,Accessories,3,44.38,24.03,20.35,133.14,72.09,61.06,Paid Ads,87eed29a-82ca-497b-a682-8bbdad58bde1,Marie Wilson,urobinson@example.org,855dbb6d-4724-49c9-ae9c-ec938b98736d
2024-08-02 16:28:26.119603,Smart Watch,Wearables,1,298.44,160.94,137.5,298.44,160.94,137.5,Direct,03c84db2-7740-4ef2-9838-a31b4f60f519,Christian Hunt,scott94@example.org,75031470-4ad6-4ba1-adf3-4d89862a5902
2024-08-02 16:28:26.119603,Mechanical Keyboard,Accessories,3,130.28,60.33,69.96,390.85,180.98,209.87,Referral,f35d25a0-04d8-42ba-951e-3cbde02396f1,Julia Gomez,diazpatrick@example.net,eca99236-0923-4d6f-b47b-f92c1a243939
2024-08-02 16:28:26.119603,Blender,Appliances,3,77.13,39.67,37.47,231.4,119.0,112.4,Organic Search,7f10937c-d34f-4ad2-9db8-29923e585eb5,Karen Wright,robert17@example.org,f089dcaf-5710-4d24-a5f2-8e18b2d543d3
2024-08-02 16:28:26.119603,Gaming Console,Gaming,3,404.45,240.01,164.44,1213.36,720.03,493.33,Social Media,65d15b47-f9e3-413c-bcd5-91df53262c9e,Bryan Cohen,qhines@example.com,43403046-441b-4b3b-ad02-609da3324ca7
2024-08-02 16:28:26.119603,Tablet Air,Electronics,1,637.02,348.49,288.53,637.02,348.49,288.53,Email,8913ad5c-02f4-4c6c-b37f-da7c3b8c13f1,Jeremy Martin,angela30@example.net,bed0aaf9-6fc8-4924-bfea-1410fc4b45be
2024-08-02 16:28:26.119603,Power Bank,Accessories,3,26.26,15.04,11.21,78.77,45.13,33.64,Paid Ads,2efbe12d-2b74-4e02-b375-348644f0d1c3,Michelle Crawford,smithholly@example.org,ac8f5486-634c-4248-a596-26ece13488f9
2024-08-02 16:28:26.119603,Wireless Headphones,Audio,3,174.23,118.5,55.74,522.7,355.49,167.22,Direct,797e9624-6c3d-4d40-a69d-92923a96f0fd,Chase Harrison,ctaylor@example.net,5bad857f-01e4-4885-98ca-40d14098d567
2024-08-02 16:28:26.119603,Coffee Maker,Appliances,2,103.17,64.48,38.69,206.34,128.95,77.39,Paid Ads,1c701256-6697-4a0c-b707-a012ae558e61,Barry Carr,angela94@example.com,805ed448-3e76-485e-87a8-f561fd61b92f
2024-08-02 16:28:26.119603,Tablet Air,Electronics,3,502.82,305.35,197.47,1508.47,916.05,592.41,Organic Search,d5116dc0-def2-42e2-8479-cb70034735a3,Aaron Hartman,jaclynhall@example.net,e32a342d-692d-40b0-8ba5-864c2bfae7e6
2024-08-02 16:28:26.119603,Microphone Pro,Audio,2,103.54,67.0,36.54,207.09,134.01,73.08,Organic Search,c14826ea-b07c-4356-b06d-58c2359483f5,John Jones,tiffanybentley@example.com,f95373f8-fb9a-41e1-9cc8-a4cfdea32788
2024-08-02 16:28:26.119603,Blender,Appliances,3,112.09,50.79,61.29,336.26,152.38,183.87,Social Media,fa5370ae-443c-4590-b695-66674df8be9f,Rhonda Bullock,susan08@example.net,6b433be3-8020-4efe-834c-6de109533a29
2024-08-02 16:28:26.119603,Smart Watch,Wearables,3,251.74,129.39,122.35,755.22,388.18,367.04,Email,76f529ab-dbad-4c2c-ab41-145ef004e8ed,Judy Villanueva,cmichael@example.com,1ae24da2-8b5b-4dae-ae94-74cb642cd506
2024-08-03 16:28:26.119603,Tablet Air,Electronics,3,607.15,274.38,332.77,1821.46,823.15,998.31,Referral,f1748395-7912-4a35-bf4d-55e4c16eb2d5,Jessica Collier,jack75@example.net,c6e04f7c-c341-4ded-b694-35b919bcd9dd
2024-08-03 16:28:26.119603,Fitness Tracker,Wearables,2,56.8,38.59,18.21,113.61,77.18,36.42,Referral,e60e394f-6b3a-4374-8d1c-b9b7c0a53fbc,Brittney Martin,zkoch@example.com,6bcba346-4b27-4a53-8d0a-49f2817180cf
2024-08-03 16:28:26.119603,Fitness Tracker,Wearables,1,158.02,67.5,90.53,158.02,67.5,90.53,Organic Search,c59a6c66-d9c2-4c3d-b323-39449b647a79,Nancy Jimenez,joseph17@example.org,490e234c-9b39-4fc6-aa3e-2ad32827b555
2024-08-03 16:28:26.119603,Wireless Headphones,Audio,2,99.55,62.48,37.07,199.11,124.97,74.14,Organic Search,cea9ec88-c09c-4a2f-835d-6c676e0d2346,Daniel White,robert64@example.org,f757ab73-683d-4401-bf31-0306c4829bd1
2024-08-03 16:28:26.119603,Power Bank,Accessories,2,37.99,17.81,20.18,75.98,35.62,40.36,Direct,09fab9d8-d8ec-49cb-9044-82b4efac28e4,Lynn Pena,millerstephanie@example.com,fba4626d-bab4-499d-bb4e-e217fd3c17a1
2024-08-03 16:28:26.119603,Bluetooth Speaker,Audio,1,71.71,45.57,26.14,71.71,45.57,26.14,Referral,e7e1beff-9403-4b82-8ccc-ad3dcd60b663,Dennis Martin,gbrown@example.org,4f97d2f6-ca5c-48cc-836e-2ce47fa8d2fc
2024-08-03 16:28:26.119603,Monitor 4K,Electronics,2,398.41,215.8,182.61,796.83,431.61,365.22,Organic Search,40541eb6-9637-4a2b-8a10-c0f025e353ae,Martin Hart,michaelhudson@example.net,dca00d5f-73d0-4af8-8d93-a99fabfe105c
2024-08-03 16:28:26.119603,Coffee Maker,Appliances,1,200.82,84.49,116.32,200.82,84.49,116.32,Email,02b74a9c-7e3d-46cd-bdc4-f16710097ef0,Ryan Taylor,christophersexton@example.org,cab825f6-8955-42ef-b42c-4dde7a6f997c
2024-08-03 16:28:26.119603,Wireless Headphones,Audio,3,107.09,64.46,42.63,321.27,193.37,127.9,Referral,1e977c98-2a98-453c-a9eb-31b3345a50f2,Daniel Fisher,ysutton@example.org,f1b35a70-f5c5-4838-90a9-1f24b96c050e
2024-08-03 16:28:26.119603,Camera DSLR,Photography,3,1156.31,547.76,608.55,3468.94,1643.28,1825.66,Paid Ads,dfda513f-3917-481e-ae87-d3b95a4cbb8c,Mike Preston,ashley44@example.org,437b9f50-ff4f-4395-9c0b-69ad38bb168c
2024-08-03 16:28:26.119603,USB Drive,Accessories,2,50.13,32.7,17.43,100.26,65.4,34.86,Social Media,25fed9c8-ba3c-4a40-b043-de50fe41fde1,Emily Jones,carlsonsarah@example.net,5014d379-3f48-43ce-9365-d2dc3ba7f991
2024-08-03 16:28:26.119603,Webcam HD,Accessories,2,49.92,31.9,18.02,99.84,63.81,36.03,Email,e8640daa-dc6e-41ef-bd6b-92677d658649,Pamela Mcclain,pamelamcdonald@example.com,5f14b823-15f3-455b-89b2-bddeb00ec310
2024-08-03 16:28:26.119603,Wireless Mouse,Accessories,3,53.33,21.92,31.41,159.98,65.75,94.23,Direct,3dbda7a1-d6ed-47bd-9222-8b26b473e07a,Frederick Owen,frazierrhonda@example.com,bbe7e8d2-9333-4b0a-8170-745d57044afb
2024-08-03 16:28:26.119603,Camera DSLR,Photography,1,795.29,495.43,299.86,795.29,495.43,299.86,Referral,3546fe59-1b09-4d81-8f1b-4cc9933d7fd7,Gina Martinez,ebryant@example.com,04ec041d-3fd4-434d-8758-726e0b53ae56
2024-08-03 16:28:26.119603,Smartphone X,Electronics,1,905.93,395.85,510.08,905.93,395.85,510.08,Organic Search,e2a4ba36-3a9b-4a75-b797-5ade711ce4d0,Joseph Miller,ashleywebb@example.org,c4d64d27-17d9-4748-ba0d-000eeb2d7356
2024-08-03 16:28:26.119603,Smart Watch,Wearables,3,273.0,182.21,90.79,819.0,546.63,272.37,Email,07126182-35f7-4827-b395-4ebbc80631e7,Patricia Santos,listeven@example.net,935b4a80-a9a8-4ffe-8ad9-63fdcee65fec
2024-08-03 16:28:26.119603,Smartphone X,Electronics,1,671.88,293.75,378.13,671.88,293.75,378.13,Organic Search,cce904a5-f93b-4a39-a329-ff59c91d9746,Crystal Santiago,jenny20@example.com,3d7021f5-7990-43c6-ba85-59d0cdab2d90
2024-08-03 16:28:26.119603,Microphone Pro,Audio,2,91.62,39.01,52.6,183.23,78.03,105.21,Direct,67eee7eb-4f9b-4fa8-9fbb-bd9ace43cb0f,Sean Johnson,floresjamie@example.net,358f0ccc-417a-4689-99c2-b52b13de6c95
2024-08-03 16:28:26.119603,Gaming Console,Gaming,1,436.96,202.65,234.31,436.96,202.65,234.31,Organic Search,84598e50-65de-41f5-9490-514314bccc90,Ronald Ward,scottmartin@example.net,1eff985c-143e-486a-ba34-558581a7b69e
2024-08-03 16:28:26.119603,Desk Lamp,Furniture,1,45.04,20.68,24.36,45.04,20.68,24.36,Direct,390e27f1-5020-46b6-bee2-70e4958553e6,Richard Johnson,williamsimpson@example.com,baea2aeb-2291-46b6-bf49-d50aabd83567
2024-08-03 16:28:26.119603,Mechanical Keyboard,Accessories,3,186.06,105.65,80.41,558.19,316.96,241.23,Social Media,ad08642b-0ddb-4af8-b8a9-d5234ac50a17,Lynn Russell,davidbates@example.org,1b3970f5-c979-4a7f-a4f3-e757d591bf32
2024-08-03 16:28:26.119603,Wireless Headphones,Audio,3,144.71,86.81,57.9,434.14,260.43,173.71,Organic Search,b695059a-4a67-419f-8cbb-6cb8b9c856ed,Misty Spence,lprice@example.net,e2363194-7990-4d4d-afa9-96f47a3c7cd2
2024-08-03 16:28:26.119603,Wireless Mouse,Accessories,1,46.2,18.98,27.22,46.2,18.98,27.22,Social Media,2394ddd4-e19e-42d6-8f3e-509e516e9a26,Jason Murillo,william45@example.org,7a4cd25b-ed4f-4f81-8d7c-d1cb582e6785
2024-08-03 16:28:26.119603,Coffee Maker,Appliances,1,119.87,50.27,69.6,119.87,50.27,69.6,Referral,ff6e6b0f-496b-45ee-82a0-b4056e24e467,Eric Rodriguez,uhartman@example.com,a7b0b696-7ed9-43f0-911f-a8519d793993
2024-08-03 16:28:26.119603,Monitor 4K,Electronics,3,350.78,191.93,158.85,1052.34,575.79,476.55,Direct,5af52f72-d5e3-44c6-800f-9a4cc38e4746,Eric Whitney,sanchezjill@example.org,f0fc2229-18df-4eeb-bde5-cbcff82041cd
2024-08-03 16:28:26.119603,Camera DSLR,Photography,3,839.07,381.14,457.93,2517.2,1143.42,1373.78,Organic Search,2ce4ef4e-7862-4371-8f75-6803c258ce3f,Pamela Davis,bharris@example.com,0f3f0a30-e8c4-4ade-9a08-8484c2e82d81
2024-08-04 16:28:26.119603,USB Drive,Accessories,3,12.26,6.89,5.37,36.77,20.66,16.12,Organic Search,ff108266-b7de-4f1c-b2bd-4268875c326f,Ethan Fischer,wendylee@example.com,2c1552e0-bcac-41e8-97e2-1212fef32bf2
2024-08-04 16:28:26.119603,Power Bank,Accessories,3,50.66,28.79,21.87,151.97,86.36,65.61,Direct,2502638d-33c5-401b-9c4b-a4739edde9a0,Christina Abbott,dennisarcher@example.org,ae5411b9-28e7-4e08-b18f-d6517c79a62f
2024-08-04 16:28:26.119603,Mechanical Keyboard,Accessories,2,75.07,31.47,43.6,150.14,62.95,87.2,Paid Ads,9e43d630-4bf5-4add-a286-d9cccfa9e4bb,Jennifer Christensen,rebecca55@example.net,54a7fb36-ded9-4cdf-bc45-9433c7d6ca52
2024-08-04 16:28:26.119603,Gaming Console,Gaming,2,483.38,329.17,154.21,966.76,658.33,308.43,Organic Search,24ebbf49-f14d-4c61-be2e-7865daab6e40,Michael Watts,jmurphy@example.com,012fd867-fdb2-4417-ae0e-e50e6a27d714
2024-08-04 16:28:26.119603,Tablet Air,Electronics,3,905.71,430.84,474.87,2717.13,1292.51,1424.62,Email,1e96dc71-38ff-4b65-b167-50e34bee3dd7,Brandon Robinson,hartmanjulia@example.com,43d8e3a9-864c-4a16-9cb5-ca66f6bcced3
2024-08-04 16:28:26.119603,Coffee Maker,Appliances,3,145.23,73.85,71.38,435.68,221.55,214.14,Direct,5e7d44f9-e318-4838-b9d1-afa90478afeb,Miss Tiffany Miller DDS,trevor58@example.com,11f036de-fbb5-4add-8490-21b693af0619
2024-08-04 16:28:26.119603,Desk Lamp,Furniture,1,53.27,26.2,27.08,53.27,26.2,27.08,Organic Search,0f11e3c9-6f32-4578-8157-d97e7029fa23,Sonya Melton,holiver@example.net,e459f1b3-0caf-4e4f-aa50-0ffba7c984a6
2024-08-04 16:28:26.119603,Gaming Chair,Furniture,1,250.05,112.72,137.34,250.05,112.72,137.34,Paid Ads,f2b2baf1-eb97-46f0-9e62-956de906ba37,Todd Dudley,washingtonchristina@example.com,15015ede-be00-4390-a439-2bb93ba139f8
2024-08-04 16:28:26.119603,Power Bank,Accessories,1,55.49,28.15,27.34,55.49,28.15,27.34,Email,622c8411-1c88-417e-a612-82e803d8e86c,Maureen Rivera,benjamin27@example.net,f39c8f44-3b17-41b0-9e67-f3536f1c5080
2024-08-04 16:28:26.119603,Microphone Pro,Audio,3,143.65,68.61,75.04,430.94,205.83,225.11,Direct,c6f951b2-34d0-4c81-b797-8fb6aab3d835,Christopher Miller,zrobinson@example.com,790e458f-3344-44c3-a215-e0da4704abc2
2024-08-04 16:28:26.119603,Bluetooth Speaker,Audio,1,37.2,22.37,14.83,37.2,22.37,14.83,Paid Ads,db2ccc23-6046-4385-a084-6e76f3a40868,Sonia Garcia,taylorprice@example.com,b4bc317d-a570-4e1f-8119-38f73dff166a
2024-08-04 16:28:26.119603,Microphone Pro,Audio,1,144.0,58.5,85.5,144.0,58.5,85.5,Organic Search,ee92a0c4-2a4c-4b9d-ba04-673d5b25025c,David Sweeney,jennysnyder@example.org,e0589e5c-683e-4c19-b343-2c9047c5d97f
2024-08-04 16:28:26.119603,Fitness Tracker,Wearables,1,54.1,36.05,18.05,54.1,36.05,18.05,Organic Search,07d3ffb6-ff7f-4ce9-9cc5-7c269f173665,Anthony Kelley,claytonmatthew@example.org,52d715b1-16d7-46ac-a67c-720bfbbe395d
2024-08-04 16:28:26.119603,USB Drive,Accessories,1,9.26,6.3,2.96,9.26,6.3,2.96,Organic Search,2032c15d-8ee3-4ae9-a774-f5f0cbbfdcb3,Evan Wilkerson,qjones@example.org,80c12ce1-4bd0-40e9-ae81-3651c3a7c69c
2024-08-04 16:28:26.119603,Microphone Pro,Audio,3,165.42,74.67,90.75,496.26,224.01,272.26,Paid Ads,258646e7-c1b3-4475-9879-38425b74f208,Cassandra Smith,kryan@example.org,dc6de6a8-96fa-437f-98f5-744517e1a026
2024-08-04 16:28:26.119603,Webcam HD,Accessories,2,127.12,52.55,74.57,254.25,105.1,149.15,Referral,fdff5841-65c6-4a2e-9c7f-d8a0cf3cf0a4,Michael Howard,oanderson@example.org,82fe0a2a-7339-4aa5-b39c-cc0390b2af40
2024-08-04 16:28:26.119603,Fitness Tracker,Wearables,2,88.99,60.59,28.4,177.98,121.18,56.8,Social Media,165248d6-c5a8-4aa8-8cfe-03df9d4f7837,David Walker,williamskenneth@example.org,21c7a541-1f42-4a33-bd12-1695e0cccb4c
2024-08-04 16:28:26.119603,Coffee Maker,Appliances,3,153.02,80.02,72.99,459.05,240.07,218.98,Social Media,011e5688-8c08-46cd-9069-d5e84c1cfe0f,Vanessa Alexander,rlynch@example.org,f08c46fe-112d-4d24-a9e0-818b722239e4
2024-08-05 16:28:26.119603,Tablet Air,Electronics,3,627.16,304.56,322.61,1881.49,913.68,967.82,Organic Search,91f15345-e374-428b-a4ce-be6c1c373bd3,Paula Herring,jwong@example.net,3f08a685-feb3-432d-a532-21be3b297683
2024-08-05 16:28:26.119603,Gaming Chair,Furniture,1,210.22,101.53,108.69,210.22,101.53,108.69,Organic Search,b3119d13-193c-44a1-b012-4c67a30926e6,Richard Benitez,leesusan@example.net,865615e8-ddce-4157-b1f1-5a4848591191
2024-08-05 16:28:26.119603,Webcam HD,Accessories,2,114.69,61.16,53.53,229.38,122.32,107.07,Organic Search,4dae4dd7-68f7-4ed6-9df2-c1b0ab55daf1,Cynthia Moss,mestrada@example.com,4a8b0c47-1092-4271-867d-a40b3972fd73
2024-08-05 16:28:26.119603,Monitor 4K,Electronics,3,621.14,297.03,324.11,1863.42,891.09,972.33,Email,7e810237-395c-4852-8849-dffd3be6af63,Mary Jones,marissa01@example.com,ad6049ae-59a2-4dc8-bbbf-ddd0be90ac00
2024-08-05 16:28:26.119603,Webcam HD,Accessories,2,54.92,27.44,27.48,109.84,54.88,54.97,Direct,a2a57a84-6088-4ca6-b8a8-9becbee41f4b,Erica Adams,meagan73@example.com,a2e7e3f6-b809-4c47-9110-09049855a8cd
2024-08-05 16:28:26.119603,Gaming Chair,Furniture,1,168.58,111.8,56.79,168.58,111.8,56.79,Social Media,9106079d-18a2-46bc-ac48-d242fdbeea0a,John Espinoza,cassandra84@example.net,f98836d4-785a-4842-8c3f-983767a99e0e
2024-08-05 16:28:26.119603,Fitness Tracker,Wearables,3,65.98,35.82,30.16,197.95,107.46,90.49,Organic Search,89a7ed7b-18b7-4fd0-808c-9ddecbaf3060,Robin Carter,robertsonashley@example.net,b4f60a30-8f8b-4bb5-b9f7-a26a996dee13
2024-08-05 16:28:26.119603,Coffee Maker,Appliances,3,139.65,74.28,65.37,418.96,222.84,196.12,Organic Search,36c2439b-9e4f-4f45-800d-5e7f0075355a,Stephanie Rodgers,xjacobs@example.net,cb116ae6-ec1c-4c83-8cf1-b9ac6fa67aa0
2024-08-05 16:28:26.119603,Fitness Tracker,Wearables,1,91.63,38.08,53.55,91.63,38.08,53.55,Organic Search,74c69579-9f40-4998-943c-c851110fd506,Joseph Reynolds,kochandrew@example.com,d673e7a4-048a-471a-9173-bf6a399f8206
2024-08-05 16:28:26.119603,Microphone Pro,Audio,1,78.19,52.36,25.83,78.19,52.36,25.83,Organic Search,bbc48a01-dcb6-4cf4-b3c1-b99d1170377c,Jon Deleon,chrisdavis@example.org,06a988be-69bc-444b-b4f9-4234a5d8ac74
2024-08-05 16:28:26.119603,Monitor 4K,Electronics,2,280.76,158.94,121.83,561.53,317.88,243.65,Organic Search,41cad6c3-829f-4ea8-b6c5-c7cc67e6a08d,Diana Gaines,laurenfarmer@example.org,a5e097d0-4da3-4cb4-b782-a62a5bf13f01
2024-08-05 16:28:26.119603,Webcam HD,Accessories,3,43.76,23.36,20.39,131.27,70.09,61.17,Direct,36c2df22-0979-4145-b65f-bba7971e5e88,Aaron Roberts,stephen64@example.org,447c89f2-6b13-4218-a961-1b9ca3591c34
2024-08-05 16:28:26.119603,Fitness Tracker,Wearables,2,100.11,58.87,41.23,200.21,117.74,82.47,Organic Search,e9498d33-5a29-4636-b807-f328052c6446,Jessica Torres,smithjanice@example.com,648ebfcd-3657-4952-9d96-7c2392d0072b
2024-08-05 16:28:26.119603,Coffee Maker,Appliances,3,160.46,106.09,54.37,481.37,318.26,163.11,Email,3f467c56-5b04-4c57-b269-9959511a2f37,Christopher Garcia,ataylor@example.net,514598bc-948c-4628-8bdf-5c3054be2b25
2024-08-05 16:28:26.119603,Desk Lamp,Furniture,2,53.34,32.24,21.1,106.68,64.49,42.19,Paid Ads,310cc394-fdbc-456e-bddb-bd219aa82530,Hannah Delacruz,laurentaylor@example.com,12ff428a-d53b-4209-bc85-a3dad806c1d5
2024-08-05 16:28:26.119603,Camera DSLR,Photography,2,888.81,529.63,359.19,1777.62,1059.25,718.37,Social Media,ef1013f3-0b16-40b7-a2b7-655456a30321,Deborah Reed,bradleyaudrey@example.com,135a1781-713d-4fa9-a064-4a7877e62520
2024-08-05 16:28:26.119603,Bluetooth Speaker,Audio,1,91.22,50.12,41.1,91.22,50.12,41.1,Direct,79706969-f6d5-4c6e-ab94-ba7451f21492,Christopher Mckinney,janicewilson@example.net,1097a972-96ab-4259-9f56-e3cc71bf2f79
2024-08-05 16:28:26.119603,Desk Lamp,Furniture,3,38.13,16.5,21.63,114.39,49.5,64.89,Referral,6177a3eb-c112-4725-b865-6c858edb322b,Keith Burnett,danielcase@example.net,a37bbacc-a32b-472b-8948-47add2c4697d
2024-08-05 16:28:26.119603,Microphone Pro,Audio,2,128.18,83.44,44.74,256.35,166.88,89.47,Organic Search,817b7900-ec19-4a07-beed-d4fb5dc98f6a,Dustin Patterson,floresjoel@example.com,2bce7d71-75c5-4ec3-9f04-1cc45bdfb40b
2024-08-05 16:28:26.119603,Wireless Headphones,Audio,1,107.93,47.68,60.25,107.93,47.68,60.25,Paid Ads,dc4f496a-3c6b-4515-923a-f5df91723e63,Michael Smith,fcline@example.net,04210c06-d94e-4d94-a7b7-da517f9c5c9e
2024-08-05 16:28:26.119603,Laptop Pro,Electronics,1,1266.32,664.28,602.03,1266.32,664.28,602.03,Paid Ads,4e499b45-3dd0-4d9a-b262-03a11181dbc0,Ryan Berg,stewartluke@example.org,31ddf07f-546d-4f5b-ba3f-1c21eb4eab07
2024-08-05 16:28:26.119603,Microphone Pro,Audio,1,124.24,78.37,45.88,124.24,78.37,45.88,Direct,700044c2-9233-48ab-bc2c-bf542c717748,Mark Allen,tristanrose@example.org,1ff734b5-4c84-4cc0-b9d2-5206791d9148
2024-08-06 16:28:26.119603,Monitor 4K,Electronics,2,307.08,204.16,102.93,614.16,408.31,205.85,Paid Ads,37dd0e0d-96d8-4686-9efd-1a9b5b2a4fc2,Christina Aguilar,meaganbrown@example.com,071d7ba9-4323-4e88-bf34-6b86f5a63f36
2024-08-06 16:28:26.119603,Coffee Maker,Appliances,2,201.85,113.62,88.23,403.69,227.24,176.45,Paid Ads,5441ec23-1124-4689-9c1f-4abaa3f15e01,Mr. Joshua Jackson MD,greentaylor@example.com,df9210a1-5e53-449b-b7ec-8e1ba5593d8c
2024-08-06 16:28:26.119603,Camera DSLR,Photography,1,831.14,356.49,474.65,831.14,356.49,474.65,Organic Search,8f388047-a2c9-4e11-907f-8afd193e024b,Marcus Welch,christopher60@example.org,02a02a10-e438-4a12-8e50-fdff6d4844a4
